S01A,S01B,S01C,S01D,S02A,S02B,S02C,S02D,S03A,S03B,S03C,S03D,S04A,S04B,S04C,S04D,S05B,S05C,S05D,S06A,S06B,S06C,S06D,S07A,S07B,S07C,S07D,S08A,S08B,S08C,S08D,S09A,S09B,S09C,S09D,S10A,S10B,S10C,S11A,S11B,S11C,S11D,S12A,S12B,S12C,S12D,S13A,S13B,S13C,S13D,S14B,S14C,S14D,S15A,S15B,S15C,S15D,S16A,S16B,S16C,S16D,S17A,S17B,S17C,S17D,S18A,S18B,S18C,S18D,S19A,S19B,S19C,S19D,S20A,S20B,S20C,S20D,S21A,S21B,S21C,S21D
0,0,0,2,0,0,2,0,0,0,0,0,0,2,6,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,2,0,0,2,5,1,1,0,7,8,3,0,0,0,4,1,1,0,0,1,1,1,4,0,2,6,0,1,0,0,0,0,0,0,0,7,3,2,8,10,1,1,3,2,5,3,7,6,8,8
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0
0,0,0,1,2,1,0,0,0,0,1,0,2,2,1,0,2,0,0,1,3,1,0,0,1,1,1,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,1,2,2,3,3,2,1,0,1,2,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,8,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,3,0,0,1,1,3,9,0,0,0,16,16,8,0,4,7,4,6,8,14,29,49,51,58,28,1,4,5,0,0,7,5,2,3,0,0,8,0,0,0,8,7,12,15,0,0,3,6,6,3,5,9,1,0,1,0
5,19,8,10,10,16,9,1,8,8,6,0,1,3,10,26,1,0,1,2,0,2,4,0,3,6,38,3,9,5,4,0,0,1,1,4,0,4,4,2,0,2,3,3,3,5,0,1,2,1,2,8,14,0,0,0,0,9,3,1,14,2,4,15,8,1,10,9,28,2,1,4,10,3,5,4,1,3,4,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,1,0,1,1,0,1,2,1,1,3,0,1,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
5,0,1,3,0,5,6,0,2,6,7,1,22,14,5,0,2,0,0,3,2,2,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,1,0,17,6,8,0,1,2,0,0,0,0,0,3,4,5,0,3,5,6,1,9,0,0,0,0,0,0,0,2,2,3,0,2,3,8,0,0,1,1,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,6,3,0,0,0,14,1,3,1,0,1,0,0,0,0,1,1,0,0,0,4,0,0,3,0,0,0,6,0,3,0,7,1,0,0,0,2,1,2,7,1,0,1,4,0,0,1,46,0,0,0,0
13,6,13,19,6,26,24,13,12,14,20,4,19,38,8,4,0,20,1,5,3,8,0,3,1,2,0,0,0,1,0,4,1,8,1,0,0,1,1,0,0,0,2,0,1,0,2,1,0,0,7,14,52,0,0,0,0,3,2,8,3,6,0,0,0,1,4,15,31,4,4,2,2,3,15,49,3,0,0,1,1
1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,4,1,2,0,1,1,0,1,1,0,3,1,2,3,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0
0,0,6,4,0,0,0,0,0,0,0,0,5,5,6,6,1,0,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,0,5,14,10,0,10,11,2,12,15,11,8,8,9,2,1,0,0,0,9,0,10,5,0,0,0,0,6,0,0,0,4,14,12,14,6,12,11,9,13,6,7,8,4,9,8,2
2,1,2,4,0,3,0,2,0,0,2,1,7,13,13,22,0,0,1,1,2,0,1,3,1,3,0,0,6,0,0,1,2,3,5,10,9,5,0,9,2,2,0,0,0,0,0,0,0,0,1,1,1,7,4,3,2,0,5,3,0,1,3,1,1,0,6,5,2,10,14,13,11,12,10,6,6,7,7,14,3
14,18,9,1,1,2,4,0,3,2,2,0,2,1,1,4,0,1,0,0,1,2,16,5,2,2,37,7,22,11,2,1,0,0,0,3,3,5,15,1,5,2,2,2,0,2,0,0,0,0,32,37,75,0,2,1,1,47,2,9,3,1,27,53,68,17,4,7,3,0,0,2,2,5,7,2,0,4,4,4,2
1,0,0,0,0,1,2,1,1,1,0,0,3,1,0,1,0,1,1,6,3,0,0,0,0,0,0,3,2,9,4,12,8,7,83,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,5,3,20,14,15,4,1,0,0,0,0,0,0,4,1,1,2,1,0,1,3,3,5,3,14
3,2,12,2,2,12,5,0,1,1,1,3,0,0,2,1,0,0,0,1,1,5,3,1,4,1,0,0,0,2,0,1,2,1,0,4,0,0,1,8,2,0,2,6,17,2,0,0,0,0,1,0,0,1,3,3,2,4,0,0,0,1,1,0,0,1,4,4,0,0,0,1,0,0,1,2,0,0,1,0,5
1,2,1,0,4,1,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0
2,2,3,2,11,6,5,5,5,0,2,1,1,1,2,1,1,3,0,3,0,7,3,4,1,4,3,3,2,0,5,4,0,1,0,1,1,3,2,3,1,1,0,0,0,0,0,0,0,0,12,8,2,1,0,0,1,1,5,7,13,0,0,3,4,0,1,2,5,0,0,1,0,2,3,3,1,1,1,0,1
1,0,7,1,4,3,3,3,5,0,3,0,0,0,0,0,0,2,1,0,1,0,1,0,1,1,0,2,0,0,0,0,2,5,6,0,0,0,6,1,2,2,1,0,5,1,0,0,0,0,0,1,0,2,1,5,0,0,2,1,1,1,3,0,0,0,2,1,2,0,0,1,1,5,3,3,1,0,0,3,1
2,1,1,0,2,2,4,1,1,0,7,0,4,6,5,8,2,3,1,6,4,4,0,3,0,1,5,1,0,2,0,4,1,3,0,0,0,0,0,0,1,0,2,1,3,2,0,0,0,0,3,1,2,1,1,0,2,0,3,3,1,0,1,1,0,3,0,2,0,6,11,15,13,0,5,3,0,3,10,6,14
7,3,1,0,9,1,1,4,2,2,3,3,0,0,0,0,1,1,0,1,0,1,2,1,3,3,0,4,8,1,3,2,2,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,0,0,0,7,1,5,3,0,7,8,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,3,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,2,2,2
1,0,0,0,1,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,2,3,2,3,6,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,5,6,1,1,2,0
0,2,2,0,2,6,4,4,3,8,1,2,0,2,1,1,1,3,1,3,0,2,4,1,0,0,0,0,1,6,3,2,3,0,6,0,0,0,1,0,6,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,1,4,7,1,3,3,0,4,2,4,21,1,3,1,1,2,1,6,3,4,0,3,1
0,1,0,1,0,2,1,0,0,0,1,0,2,2,4,1,1,4,4,2,2,0,3,0,1,2,4,0,1,8,3,4,7,12,6,4,2,1,0,0,0,2,0,1,7,4,0,1,1,3,0,2,0,0,6,12,6,4,7,6,0,8,1,0,0,0,2,2,2,4,7,12,8,2,1,4,13,2,5,6,2
1,0,5,0,0,1,0,0,0,2,1,1,4,4,1,1,1,0,1,0,10,0,0,1,0,0,2,2,1,0,1,4,0,1,1,3,0,4,1,8,12,0,1,5,3,1,0,1,2,0,2,3,0,5,0,19,1,2,0,0,0,6,2,2,0,1,7,12,0,5,2,2,0,3,7,27,3,11,7,24,0
0,0,3,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,4,4,4,1,2,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,8,7,5,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0
4,11,3,0,19,11,13,9,7,16,7,7,1,0,1,0,7,9,4,4,4,13,9,18,8,11,4,9,40,17,10,14,14,17,11,7,2,4,2,0,5,0,2,3,4,0,6,7,8,0,22,20,9,3,16,13,3,22,11,7,18,5,11,9,20,13,2,10,3,3,1,3,0,2,2,2,1,1,1,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0
2,2,0,0,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,1,0,1,1,1,3,5,0,2,0,1,3,0,1,0,1,2,0,0,3,0,0,4,0,0,1,1,0,1,1,3,0,4,3,1,0,6,0,1,1,0,0,2,2,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,2,19,0,0,0,0
1,1,0,0,0,1,1,0,0,1,0,1,3,1,1,0,0,1,0,1,0,1,3,1,0,2,6,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,4,2,0,1,1,0,0,0,1,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,3,4,1,2,2,0,5,0,0,11,4,6,11,1,1,1,2,0,1,1,0,0,2,0,2,0,0,0,4,0,1,4,1,0,0,0,0,1,1,0,0,0,4,2,0,1,1,0,1,1,4,0,13,18,3,2,3,14,2,0,2,1,3,2,3,11,3,2,5,4,1,3,3,19,1,4,4,3
0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,1,2,1,4,1,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,3,11,9,6,3,5,2,3,12,0,0,0,0
3,1,0,0,0,3,1,3,4,2,3,2,0,2,0,1,1,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,3,17,12,39,31,40,5,20,11,17,0,23,20,31,30,9,17,23,39,24,18,19,25,12,26,41,10,12,12,4,44,31,40,30,5,7,16,1,7,6,3,0,1,6,2,2,4,2,2,12,29,22,50,38,94,60,6,28,47,40,44,8,7,7,10,14,16,50,54,29,33,16,22,26,31,61,6,12,12,6
0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,0,3,1,1,3,3,0,0,1,0
3,0,3,1,2,7,10,7,9,3,3,0,0,0,0,0,2,1,0,0,0,3,1,0,1,3,11,1,1,4,3,2,0,0,2,2,0,1,4,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,21,16,0,0,0,0,0,0,0,0,0,1,2,0
5,5,1,0,5,9,4,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,2,6,0,1,0,0,1,1,2,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,6,1,0,1,0,0,0,2,4,6,0,0,0,0,0,0,1,10,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,2,2,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,6,0,0,0,0,0
0,0,9,2,0,2,2,0,0,0,2,0,3,5,6,0,2,1,2,3,2,1,14,0,1,2,0,0,0,2,2,4,5,5,6,1,2,4,0,1,7,1,0,0,2,0,4,2,2,2,0,0,0,1,4,2,3,0,7,10,20,8,1,0,0,1,6,1,31,2,7,2,1,2,8,4,17,3,4,6,7
5,1,3,3,63,18,4,10,14,3,5,11,0,3,3,2,9,8,15,5,0,5,5,19,17,33,8,15,43,16,22,24,24,23,40,13,4,11,7,3,7,10,0,3,2,2,5,1,2,12,10,12,29,22,9,16,16,16,34,33,57,9,20,15,29,15,1,18,19,6,2,11,3,3,2,4,7,3,3,8,6
0,0,3,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,5,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
0,0,7,2,0,11,14,3,3,6,4,3,0,0,0,0,9,7,7,0,5,0,0,1,8,20,7,1,0,2,0,33,51,36,27,1,2,9,3,0,6,9,0,1,0,0,0,0,0,0,10,9,7,22,6,21,14,1,12,3,15,44,2,1,0,8,1,3,8,1,1,1,0,1,4,1,2,1,4,1,2
9,11,4,0,60,22,29,30,31,25,33,29,4,4,3,1,9,10,20,27,3,24,38,34,14,20,12,26,36,25,16,29,32,30,41,0,1,5,24,0,7,4,0,0,0,0,0,2,3,1,4,4,5,8,13,1,2,19,55,51,70,13,22,13,9,12,3,4,5,4,2,6,2,0,5,4,1,0,0,1,1
0,0,6,12,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,7,2,0,0,1,5,0,1,7,3,1,4,2,9,0,0,5,1,0,1,4,0,0,0,0,1,0,0,0,1,2,2,0,8,2,4,13,13,8,19,24,3,1,1,2
0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,7,0,4,1,2,0,3,0,0,1,3,5
3,9,4,7,7,8,16,2,3,8,7,1,1,1,6,3,1,0,4,1,1,2,1,8,0,2,0,3,6,5,11,3,4,4,6,2,1,2,4,0,0,0,0,1,1,0,1,0,0,4,2,3,4,4,2,2,5,9,3,3,1,0,4,12,0,1,3,5,2,8,2,2,6,0,5,10,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,2,1,3,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,1,2,2,0,1,1,1
0,0,5,5,0,3,4,3,0,0,1,1,1,10,1,7,0,1,6,0,3,1,0,1,25,22,9,0,0,0,0,6,0,0,1,17,21,15,2,8,6,5,2,4,7,11,10,6,9,3,0,0,0,16,1,19,7,1,3,0,1,8,0,0,0,1,7,6,1,11,12,11,13,13,10,9,18,5,4,3,5
0,0,14,20,0,0,0,0,0,0,0,0,1,13,15,14,1,0,0,0,0,1,0,0,8,6,54,1,0,0,0,1,1,0,0,16,16,4,0,34,8,16,1,8,8,19,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,16,0,0,0,0,1,0,0,21,18,15,9,12,15,16,6,15,12,16,16
2,1,2,1,0,9,5,9,10,5,2,4,0,2,1,0,1,7,8,5,3,5,3,8,15,21,16,3,5,7,3,15,10,3,9,14,4,21,2,0,2,2,1,9,14,10,31,15,15,10,13,12,19,3,5,2,1,20,16,4,5,11,3,5,4,18,2,19,6,1,0,2,0,0,0,1,0,1,1,0,2
3,3,0,1,5,6,5,5,6,10,6,6,1,2,3,6,1,1,0,3,2,1,14,16,5,4,2,3,8,10,3,0,1,3,2,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,20,5,12,0,10,2,0,2,4,15,7,2,4,9,9,0,0,0,0,2,0,2,0,1,2,1,0,4,2,3,3
0,4,0,1,2,11,11,18,4,2,6,14,3,3,0,2,6,4,6,5,2,4,2,15,6,19,4,10,19,9,18,2,6,6,7,0,0,15,12,2,3,1,0,1,2,9,1,2,1,1,51,40,58,1,11,0,2,19,13,11,7,3,6,14,14,8,3,5,9,0,6,11,5,6,3,6,5,0,2,1,2
0,0,0,0,0,6,1,4,6,3,9,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,3,1,2,2,8,2,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,1,8,1,3,1,0,0,1,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,3,1,3,8,5,2,3,0,0,0,0,2,2,6,0,0,1,1,17,15,16,4,3,5,2,7,1,4,4,12,3,2,10,1,0,3,2,1,4,0,2,0,0,0,1,17,40,52,3,11,2,1,31,11,3,11,0,17,11,17,0,0,3,8,0,0,0,0,3,0,2,4,0,0,0,0
0,0,3,3,0,0,0,0,0,0,0,0,3,19,19,14,2,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,6,1,1,2,5,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,6,5,7,4,3,4,7,7,4,12,18,14,6
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,0,0,2,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,3,2,2,0,2,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,1,2,1,0
1,2,2,1,1,25,15,24,8,7,2,9,2,1,4,1,4,7,4,12,0,6,4,2,5,3,3,0,1,5,5,24,11,12,14,3,1,8,6,0,0,1,0,1,0,0,0,0,0,0,1,9,3,1,1,0,0,5,15,7,8,10,2,4,1,6,0,10,6,0,0,0,0,1,2,1,0,1,2,0,0
0,0,0,0,0,2,1,1,2,2,2,5,0,0,1,2,0,0,2,0,1,0,0,0,1,2,1,1,2,0,2,3,0,0,0,5,5,5,3,1,6,3,0,1,7,4,5,6,3,3,2,3,1,3,0,1,0,0,2,0,0,2,0,0,0,6,3,3,9,0,0,2,1,4,1,6,5,0,0,3,1
2,2,0,0,1,0,1,3,0,0,1,3,0,0,0,0,0,0,1,0,1,1,1,1,0,3,3,0,4,1,1,0,0,0,1,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,13,7,2,0,3,0,0,1,0,1,1,0,2,3,5,0,2,1,3,0,0,0,1,2,0,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,0,0,3,5,0,0,0,0,0,1,2,0,0,2,0,0,0,2,1,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,1,4,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,10,14,22,0,0,0,0
0,0,1,8,0,0,0,0,0,0,0,0,3,8,6,6,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,4,0,0,0,1,2,2,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,4,0,0,0,0,2,0,0,10,4,4,11,2,2,2,8,5,4,6,5
0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,2,3,1,0,0,2,1,2,0,0,0,3,0,1,0,0,5,3,8,0,7,3,2,3,5,4,4,0,0,1,1,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,1,3,0,7,3,2,10,6,8,5,6,2,3,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,2,0,1,1,0,1,1,0,0,1,2,6,4,0,3,1,0,0,0,1,0,0,4,0,0,0,11,5,1,0,1,1,2,0,0,1,0,0,1,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,1,0,3,2,1,1,3,3,1,2
0,0,0,0,0,1,1,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,5,2,0,0,0,0,1,0,1,1,2,7,8,10,0,3,2,6,1,0,1,4,2,1,3,4,4,3,5,2,3,6,2,3,0,1,3,2,4,1,2,0,0,0,0,0,0,2,3,5,2,3,2,0,0,1,0
0,0,4,1,0,0,0,0,0,0,0,0,4,7,12,5,1,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,14,13,5,0,3,3,7,3,0,4,4,7,11,2,4,0,0,0,0,0,2,3,0,0,0,0,3,0,0,1,1,8,1,6,8,8,10,6,9,3,1,11,1,8,6,0
0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,14,6,0,0,7,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,4,5,3,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,1,2,3,0,0,2,0,0,1,2,0,3,0,2,14,4,7,2,4,5,3,4,2,1,1,0,5,6,4,0,1,6,1,2,1,2,10,1,4,1,11,11,15,12,8,3,4,3,3,1,0,3,9,6,4,6,0,0,1,1,1,4,5,3,1,0,1,6,0,0,0,2
3,6,0,0,1,0,0,1,2,0,0,4,0,0,0,0,1,0,1,0,0,0,3,13,1,2,1,2,7,4,4,0,1,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,1,2,7,6,15,0,0,0,0,5,4,9,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,10,7,0,4,6,7,0,0,0,1,2,6,4,4,1,6,9,1,1,1,0,0,8,7,2,0,0,2,0,12,2,0,3,8,7,5,0,5,2,4,0,0,2,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,13,0,0,0,7,9,11,10,9,6,14,11,2,7,15,11,4,5,2,5
1,0,6,8,10,16,17,3,1,4,11,0,20,16,24,27,1,10,2,5,6,8,0,5,1,3,4,4,1,1,2,12,2,7,7,7,4,9,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,5,0,7,1,2,7,6,5,10,2,0,0,2,7,1,10,11,13,20,6,4,6,7,12,3,17,10,2
1,1,0,0,4,2,1,1,1,1,1,0,0,1,1,0,1,2,2,3,0,2,1,4,1,0,0,2,5,3,2,0,0,4,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,6,10,3,0,1,0,0,5,2,5,6,1,3,6,4,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,2,4,0,0,0,0
16,31,12,3,16,43,6,11,19,15,5,7,0,0,0,0,19,30,21,17,13,18,18,6,9,16,11,10,33,24,12,32,37,46,15,11,14,32,13,8,28,7,0,1,0,1,1,0,0,0,53,50,29,4,42,9,2,25,32,34,23,17,31,50,16,13,7,5,8,1,1,1,1,5,4,4,0,6,2,1,3
1,0,1,3,0,0,2,1,0,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,3,5,0,0,0,0,0,6,0,2,3,5,0,0,1,0,4,0,1,0,0,0,6,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,11,1,3,0,2
0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,5,6,1,0,0,0,2,0,0,3,2,2,0,0,1,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,3,1,3,3,1,0
