Rank1,Phylum,Class,Order,Family,Genus,Species
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Waitea,Waitea_circinata
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Chytridiomycota,Synchytriomycetes,Synchytriales,Synchytriaceae,Synchytrium,Synchytrium_taraxaci
Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Nadsonia,Nadsonia_starkeyi-henricii
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Pleurotheciales,Pleurotheciaceae,Pleurotheciella,Pleurotheciella_aquatica
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces_roseus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Pseudoophiobolus,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
NA,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Merulicium,Merulicium_fusisporum
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Basidiomycota,NA,NA,NA,NA,NA
Fungi,Mucoromycota,Endogonomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_golubevii
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_adspersum
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,NA
Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Rhizoctonia_solani
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Cystobasidiomycetes,Buckleyzymales,Buckleyzymaceae,Buckleyzyma,Buckleyzyma_aurantiaca
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_terreus
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota_lenta
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma_hiemale
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces_prosopidis
Fungi,Sanchytriomycota,Sanchytriomycetes,Sanchytriales,Sanchytriaceae,Sanchytrium,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Monascus,Monascus_purpureus
Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Sanchytriomycota,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Protrudomycetaceae,Protrudomyces,NA
Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Vermispora,NA
Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Contumyces,Contumyces_rosellus
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,NA,NA,NA
Fungi,Basidiomycota,Cystobasidiomycetes,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomyces,Radulomyces_confluens
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Humicolopsis,Humicolopsis_cephalosporioides
Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma_californica
NA,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Kickxellomycota,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Viridiplantae,Anthophyta,Eudicotyledonae,Ranunculales,Papaveraceae,Papaver,Papaver_rhoeas
Fungi,NA,NA,NA,NA,NA,NA
Rhizaria,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella_quercitrusa
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_nigrescens
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Geranomyces,Geranomyces_tanneri
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Operculomycetaceae,Operculomyces,NA
Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,NA
Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_capillaris
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_controversus
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Lepista,Lepista_glaucocana
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_danicum
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,NA,NA
Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,NA
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_tenuis
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,NA
Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,Lindtneria,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Gloiothele,Gloiothele_citrina
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Pisolithus,Pisolithus_arhizus
Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Simocybe,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella_oryzae
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,NA,NA
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Babjevia,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales_fam_Incertae_sedis,Paralepista,Paralepista_flaccida
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma,Barnettozyma_californica
Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,NA
Viridiplantae,Anthophyta,Eudicotyledonae,Solanales,Convolvulaceae,Convolvulus,Convolvulus_arvensis
Fungi,Basidiomycota,Tremellomycetes,Tremellales,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,NA
Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,NA,NA,NA,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,NA
Fungi,Glomeromycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,NA
Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma_tephrensis
Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_byssinella
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Zoopagomycota,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,NA
Fungi,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_parapilosella
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,NA
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_xenobia
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,NA,NA,NA
Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis_rosea
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Caespitomonium,Caespitomonium_euphorbiae
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,Rhizophydium,NA
Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Perenniporia,Perenniporia_medulla-panis
Rhizaria,Cercozoa,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_integra
Fungi,Glomeromycota,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,NA
Fungi,Chytridiomycota,NA,NA,NA,NA,NA
Eukaryota_kgd_Incertae_sedis,NA,NA,NA,NA,NA,NA
Fungi,Glomeromycota,NA,NA,NA,NA,NA
Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia_puccinelliae
Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
Fungi,Ascomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,Blastocladiomycota,NA,NA,NA,NA,NA
Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS08,NA,NA,NA
Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Scolecobasidium,Scolecobasidium_constrictum
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
Fungi,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
